classifier_name,dataset_name,accuracy
number_5,kyoto7_0,0.812154695144674
number_5,kyoto7_1,0.722222226195865
number_5,kyoto7_2,0.716666662693023
number_5,kyoto8_0,0.843615496774315
number_5,kyoto8_1,0.842180775860631
number_5,kyoto8_2,0.839080459770114
number_5,kyoto11_0,0.758338210211642
number_5,kyoto11_1,0.769455822466966
number_5,kyoto11_2,0.754098360934916
number_5,milan_0,0.816160118628467
number_5,milan_1,0.791543026706231
number_5,milan_2,0.801186943620178
number_6,milan_0,0.806523350630096
number_6,milan_1,0.803412462908011
number_6,milan_2,0.80860534124629
number_6,kyoto7_0,0.812154695144674
number_6,kyoto7_1,0.733333333333333
number_6,kyoto7_2,0.711111103163825
number_6,kyoto8_0,0.827833574249207
number_6,kyoto8_1,0.847919655581629
number_6,kyoto8_2,0.833333334018444
number_6,kyoto11_0,0.772966647929375
number_6,kyoto11_1,0.776477472589614
number_6,kyoto11_2,0.768735363416426
number_6,cairo_0,0.785714285714286
number_6,cairo_1,0.803069054013323
number_6,cairo_2,0.828644501278772
number_7,cairo_0,0.803571428571428
number_7,cairo_1,0.797953964499256
number_7,cairo_2,0.818414322250639
number_7,milan_0,0.815418828773092
number_7,milan_1,0.8026706231454
number_7,milan_2,0.817507418397626
number_7,kyoto7_0,0.845303866415392
number_7,kyoto7_1,0.694444436497158
number_7,kyoto7_2,0.744444449742635
number_7,kyoto8_0,0.8565279782417
number_7,kyoto8_1,0.863701577508124
number_7,kyoto8_2,0.849137929664261
number_7,kyoto11_0,0.771796372740362
number_7,kyoto11_1,0.772381510073291
number_7,kyoto11_2,0.762880561642121
number_8,cairo_0,0.821428571428571
number_8,cairo_1,0.831202046188247
number_8,cairo_2,0.818414322250639
number_8,milan_0,0.828762045982062
number_8,milan_1,0.817507418397626
number_8,milan_2,0.813056379821958
number_8,kyoto7_0,0.801104975668764
number_8,kyoto7_1,0.711111119058397
number_8,kyoto7_2,0.761111108462015
number_8,kyoto8_0,0.862266858561309
number_8,kyoto8_1,0.855093256729405
number_8,kyoto8_2,0.856321838395348
number_8,kyoto11_0,0.775307197854001
number_8,kyoto11_1,0.785839672636888
number_8,kyoto11_2,0.783957845572844
number_9,cairo_0,0.818877551020408
number_9,cairo_1,0.820971867312555
number_9,cairo_2,0.820971867007672
number_9,milan_0,0.835433654581024
number_9,milan_1,0.803412462908011
number_9,milan_2,0.812314540059347
number_9,kyoto7_0,0.812154695144674
number_9,kyoto7_1,0.70000000529819
number_9,kyoto7_2,0.76666665871938
number_9,kyoto8_0,0.853658537782589
number_9,kyoto8_1,0.879483498836008
number_9,kyoto8_2,0.850574711958567
number_9,kyoto11_0,0.792861322968797
number_9,kyoto11_1,0.78700994772127
number_9,kyoto11_2,0.777517565100757
number_15,cairo_0,0.821428571428571
number_15,cairo_1,0.836317135702313
number_15,cairo_2,0.810741687979539
number_15,milan_0,0.838398813947295
number_15,milan_1,0.807863501483679
number_15,milan_2,0.832344213649851
number_15,kyoto7_0,0.81767955274213
number_15,kyoto7_1,0.738888888888888
number_15,kyoto7_2,0.783333337306976
number_15,kyoto8_0,0.875179340627306
number_15,kyoto8_1,0.869440457229121
number_15,kyoto8_2,0.863505745071104
number_15,kyoto11_0,0.805149210587518
number_15,kyoto11_1,0.810415447944085
number_15,kyoto11_2,0.805620609457654
